category,recipe
0,"chill the apricot nectar and the ginger ale when ready to serve , combine the nectar and ginger ale dip rims of glasses into lemon juice , then into sugar pour in the apricot fizz and serve"
0,"combine margarine and brown sugar in a baking pan add oats , wheat bran , flour , sesame seeds , sunflower seeds , nuts , and cinnamon toss to mix well , and spread evenly across pan bake at 350 degrees f for 25-30 minutes , stirring several times , until lightly browned remove from oven and stir in raisins and apricots cool completely and store in an airtight container"
0,"squeeze the orange to extract its juice put the dried apricots into a small saucepan with the orange juice and water , bring it to the boil then simmer with a lid on for 10 minutes , adding the grand marnier towards the end of the cooking time when the fruit is tender , puree the apricot mixture taste it , and add a splash more grand marnier if you wish you should have a thick puree leave the apricot mixture to cool , then spread it neatly in a small glass serving dish spread the yoghurt evenly on top , making sure that all of the apricot mixture is covered in a small bowl , mix the cinnamon and brown sugar , breaking up any lumps , then sprinkle this mixture evenly and thickly over the yoghurt so that the whole surface is covered place in the fridge for at least three hours , until ready to serve the cinnamon-sugar dissolves into the surface of the yoghurt , creating a gorgeous dark syrup"
0,"remove and reserve seeds from unpeeled quartered orange and lemon put seeds and 2 tablespoons of water in small bowl cover and set aside blend or process chopped orange , lemons and apricots , in batches , until finely chopped combine fruit mixture with the extra water in large saucepan bring to a boil reduce heat and simmer , covered , 45 minutes transfer mixture to large heatproof bowl cover stand fruit mixture and seed mixture , separately , overnight drain seeds over small bowl reserve liquid and discard seeds measure fruit mixture and allow 1 cup sugar to each cup of fruit mixture return fruit mixture with reserved seed liquid to pan bring to a boil add sugar and stir over heat , without boiling , until sugar dissolves boil , uncovered , stirring occasionally , about 30 minutes or until marmalade jells when tested stand 5 minutes pour hot marmalade into hot sterilised jars , seal while hot"
0,"heat oil in soup pot over medium low heat add onion and garlic saute till onion is just turning translucent and golden add apricots and cook , stirring constantly till softened and shiny and just beginning to brown , about 4 minutes add cumin , nutmeg , oregano , and thyme and cook , stirring , a minute or so add stock , tomatoes , and lentils stir till well combined bring to a boil , reduce flame and simmer for 40 minutes just before serving , puree soup garnish each serving with a lemon wedge , a dollop of sour cream , and a sprig of thyme , if desired"
0,place all ingredients into the bowl of a blender & process 30 seconds or until there is a good consistency to the sauce pour into a covered glass jar & store in the refrigerator
0,"in a bowl , stir together all the ingredients cover & chill in the refrigerator for 1 hour can be used to baste four 8-ounce portions of salmon or as a sauce , once the salmon has been baked also works as a sweet & spicy dip for other seafood"
0,"combine the apricot nectar , thawed orange juice , water and lemon juice in a large bowl stir until well blended add the pureed apricots and blend well immediately before serving , slowly stir in the ginger ale"
0,"thoroughly grind rolled oats in food processor or blender mix with flour and baking powder in a separate bowl , ""cream"" together yogurt , dry sweetner , honey and vanilla in yet another bowl , lightly beat egg white until it gets bubbly but not stiff fold egg white into wet ingredients add dried fruit combine wet and dry ingredients the dough gets pretty stiff and is hard to mix you may even have to dive in there with your hands and squish it together add water if the mixture is too dry form into 12 patties bake at 325 degrees f for 15 minutes on a non-stick cookie sheet cool completely and store in refrigerator these keep well and may be frozen"
0,"preheat oven to 350 degrees in large mixing bowl , combine brown sugar , margarine , vanilla and water mix well , then add the rest of the ingredients drop dough by rounded tablespoons onto an ungreased cookie sheet , placing them about 2 inches apart bake for 8 - 10 minutes or until golden brown cool slightly , then remove from the cookie sheet"
0,"place prunes , apricots and raisins in a bowl pour over the orange juice or liqueur and mix to combine set aside for 1 hour to macerate place fruit mixture in a food processor and process to finely chop transfer fruit mixture to a bowl add the orange zest , 75 g of the coconut and almonds combine well form fruit mixture into small balls , adding a little more orange if necessary roll balls in remaining coconut to coat place on a plate line with plastic food wrap , cover and chill until firm"
0,"preheat oven to 350f slice the tofu into 1 / 4"" slices and lightly fry arrange the fried slices in a baking dish saute the chopped onions in the oil until transparent stir in the rest of the ingredients pour the sauce over the tofu and bake 10-15 minutes , until bubbling enjoy !"
0,"in a large saucepan , add 1 inch of water , then add carrots , & bring to boil cover , reduce heat & simmer 9-11 minutes or until crisp-tender , then drain & set aside in the same saucepan , combine remaining ingredients , & cook , stirring constantly until lightly thickened return carrots to saucepan & stir until glazed & heated through"
0,"heat cold milk for 30 seconds in the microwave hold eggs under tap water for a minute to warm add ingredients according to your manufacturer's directions set cycle: sweet , size , 2lb after about 5 minutes , check your dough: add a tablespoon of water if too dry , or a tablespoon of flour if too wet , until dough is smooth alternatively , set cycle to dough , take dough out and shape as desired i like to divide the dough in half , then divide each half into three , roll into ropes and braid , joining the dough ends together to create a braided circle leave to rise until doubled , bake in a preheated 350 degree oven until golden brown , about 20-25 minutes"
0,blend the ingredients and store covered in the refrigerator
0,"grease a 1 to 1 1 / 2 quart baking dish arrange sweet potatoes in single layer mix sugar , cornstarch , salt and cinnamon in a 1 quart saucepan stir in apricot nectar and 1 / 3 cup water cook and stir on high heat until the mixture comes to a boil remove from heat and add margarine and apricots pour evenly over potatoes sprinkle with pecans bake uncovered at 375 degrees for 25 to 30 minutes the casserole will be hot and bubbly"
0,"puree about 1 / 2 apricots and 1 / 2 water in blender turn into large saucepan repeat with second half of apricots and water add sugar , lemon juice and corn syrup stir over medium high heat until sugar dissolves and it comes to a boil boil and stir for 5 minutes skim pour into hot sterilized half pint jars to within 1 / 4 inch of the top place sterilized metal lids on jars and screw metal bands on securely for added assurance against spoilage , you may choose to process in boiling water bath for 5 minutes"
0,"soak dried apricots overnight in water drain apricots and chop boil the chopped onions for a few minutes to soften them drain cut zest from oranges in long strips , and dice strips into 1 inch pieces put all the ingredients except the walnuts into a large non-aluminium kettle and bring to the boil turn down the heat and cook gently , stirring regularly , for 1 1 / 2 hours until the mixture is thick stir in the walnuts pour while hot into warm sterilized jars seal with lids and rings process in boiling water for 10 minutes cool on wire rack lids will ping if sealed properly if any jars fail to seal , refrigerate and use within a few days store sealed jars in cool , dark place"
0,"put apricots and water in a medium pan cover and bring to a boil reduce heat to low cook until very tender using a slotted spoon , transfer to baking sheet to cool slightly puree apricots and salt in a food processor until completely smooth and the consistency of thick jam let cool refrigerate airtight for up to 1 day"
0,"preheat oven to 350f degrees set puff pastry out to thaw at room temperature while pastry is thawing make the filling: add to a small heavy pot , coconut milk , coconut , apricots , walnuts , brown sugar and lemon zest bring to simmer , simmer and stir just until the brown sugar is melted remove from heat , slowly add melted white chocolate while stirring set aside to cool roll out half of the puff pastry to a 12 inch square cut into nine squares in the middle of each square place about 1 tablespoon of the apricot mixture moisten the four sides with water turn opposite corners over the filling to form a triangle pinch together the two sides and place on an ungreased non stick cookie sheet , poke a hole in the top of each triangle bake on middle oven rack for approximately 20 minutes or until golden brown repeat with the other half of the puff pastry cool on a rack , when cool drizzle melted dark chocolate on triangles"
0,"preheat oven to 180c place the apricots in a saucepan , just cover with water and simmer for 5 minutes until tender allow to cool place apricots and water in a mixing bowl , then stir in the yogurt , sugar or honey , flour , sultanas and eggs mix well and pour into cheesecake dish or your prepared crust bake for 45 minutes , or until browned and set cool on a rack"
0,"combine first 6 ingredients in large bowl whisk lime juice , honey , and oil in small bowl to blend season to taste with salt and pepper pour dressing over fruit mixture toss gently to coat divide salad among 6 plates sprinkle with sunflower seeds and serve"
0,add all of the ingredients in order listed into a blender and blend till smooth add more ice water if needed
0,"preheat oven to 350f butter a 10""x15"" cookie sheet combine water , sugar and apricots in a medium saucepan bring to a boil , and simmer over moderate heat , stirring occasionally , until the apricots are tender and plump drain apricots and return to the pan add butter , brown sugar , honey and salt and cook until butter is just melted transfer to a bowl spread the coconut and almonds on separate baking sheets and toast for 6 to 7 minutes , until lightly golden stir the coconut and almonds into the apricot mixture along with the oats and flour spread the mixture in the cookie sheet in an even layer bake for about 25 minutes , until golden let cool on a rack , then cut into 16 bars the bars can be stored in an airtight container for up to 2 days"
0,"preheat oven to 350 degrees and lightly grease 2 baking sheets in a bowl whisk together butter , sugar and egg until smooth sift in flour and baking soda add apricots , sage , cornmeal , and salt , stirring until combined drop tablespoons of dough about 1 inch apart onto baking sheets and bake in batches in middle of oven 10 minutes , or until pale golden cool cookies on sheets 2 minutes and transfer to a rack to cool makes about 18 cookies"
0,place ingredients in a blender & use the on / off pulse function to mix until mostly blended gradually increase the speed & continue mixing until smooth pour into 2 glasses & enjoy !
0,"preheat oven to 425f butter a baking sheet in large bowl , combine flour , sugar , baking powder , salt and baking soda using your finger add the orange zest , apricots and pecans and toss to combine stir in the buttermilk until the dough is rough and shaggy gather the dough together and place on a liberally floured work surface gently knead about 10 times divide the dough in half and pat each piece into a circle about 7 inches in diameter and 1 / 2 inch thick glaze each by brushing with cream and sprinkling on sugar cut each round into eight pie-shaped wedges place the scones , barely touching , on the prepared baking sheet bake 15-18 minutes , until puffy and golden"
0,"pour 200ml coconut milk into a saucepan put 200g dried apricots into the coconut milk add 1 teaspoon of fennel seeds add 70g dessicated coconut bring this mix to a boil , then simmer it for about 10 minutes , or until the apricots are soft enough to lightly mash with a spoon turn off the heat add 1 teaspoon cinnamon add 1 1 / 2 tablespoons brown sugar blend it all lightly with a spoon allow to steep for 15 or 20 minutes the mixture will thicken in this time , and all the flavors will be absorbed when it is just warm , put the mixture into a food processor add 1 tablespoon dessicated coconut chop in the food processor until nicely chopped blend in processor until smooth , until it is a rough paste put the paste onto a flat plate , smoothing it out flat cover , and refrigerate overnight the following day , cut away a teaspoonful at a time , and form little balls in the palms of your hand with this paste melt the white chocolate coat each ball with the melted chocolate , or dip each pearl in the melted chocolate refrigerate until serving"
0,"place the soy & coconut milk in a saucepan & bring it to a boil , then pour it over the dried apricots in a heat-proof bowl & cover & set aside in the refrigerator for 2-8 hours then place the apricots & their soaking liquid in a blender or food processor along with the maple syrup , lemon juice , vanilla extract & salt blend until smooth with small bits of apricot distributed evenly throughout the mixture transfer the mixture to a saucepan & heat over medium heat until simmering , whisking frequently dissolve the arrowrrot powder in 1 / 4 cup cold water , then slowly pour it into the simmering mixture , stirring constantly as soon as teh mixture returns to a strong simmer , remove it from heat & transfer to a large bowl or 8 induvidual serving dishes & chill for at least 1 hour"
0,"lightly coat 12 muffins cups with nonstick spray set aside stir together flour , soy flour , sugar , baking powder , cinnamon , baking soda , and salt in a medium bowl set aside combine buttermilk , egg , and oil in another bowl or large measuring cup add buttermilk mixture all at once to flour mixture , stir just until moistened spoon about half of the batter into prepared muffins cups , filling each about one-third full place about 1 teaspoon of the spreadful fruit in the center of batter in each cup top the remaining batter , dividing equally muffin cups will be about two-thirds full bake in a 400 degree oven for 15 to 18 minutes or until golden cool in muffin cups on wire rack for 5 minutes , remove muffins serve warm"
0,"rinse spears under cold water then pat dry with paper towels set oven to 375 degrees grease a large baking sheet in a small bowl combine the apricot preserves with soy sauce , garlic powder and salt pour over the asparagus on the baking sheet and toss using hands to coat with the mixture bake for about 10-15 minutes or until the asparagus is crisp-tender season with freshly ground black pepper to taste"
0,"preheat oven to 350 f lightly oil two 9x5-inch loaf pan cook apricots in water in a covered medium-size saucepan for 10-15 minutes or until tender but not mushy drain reserve 3 / 4 cup liquid set apricots aside to cool cream together margarine and sugar by hand , beat in egg and orange peel sift together flour , dry milk , baking powder , soda , and salt add to creamed mixture alternately with reserved apricot liquid and orange juice stir apricot pieces and pecans into batter turn batter into prepared pans bake for 40-45 minutes or until bread springs back when lightly touched in center cool 5 minutes in pan remove from pan and completely cool on wire rack before slicing"
0,"in a large pitcher , stir together cool water , apricot nectar and superfine sugar add tea bags let steep 5 to 7 minutes , dunking bags occasionally once tea is desired strength , add frozen or fresh peaches pour over ice and serve for raspberry iced tea: switch to berries: replace apricot nectar with 1 1 / 2 cups cranberry-raspberry drink in blender , puree 1 / 2 pint fresh raspberries strain out seeds add to cold water with superfine sugar replace peaches with 1 pint fresh raspberries"
0,"preheat oven to 350f coat a large jellyroll-style pan with cooking spray spread oats and walnuts on a baking sheet with sides bake until fragrant and light golden , 8 to 10 minutes transfer to a large bowl and add puffed cereal , dried apricots , flour and salt stir to combine meanwhile , puree tofu , egg , oil , honey , vanilla and lemon zest in a food processor or blender until smooth , scraping down the sides as needed make a well in the center of the oat mixture fold in the tofu mixture until combined spread evenly in the prepared pan bake until firm in the center and golden brown , 35 to 40 minutes let cool completely in the pan on a wire rack before cutting into bars with a sharp knife"
0,"cut apricots in half and remove pits , place in large bowl mix oil and lime juice together and season with salt and pepper , pour over apricots and toss gently place apricot halves , cut-side-up , on cookie sheets cut blue cheese into small pieces and place in the centre of each apricot no more than one hour before serving place under preheated broil for one to two minutes or just until cheese softens"
0,"preheat oven to 375 degrees f butter one side of each slice of bread , then cut in half arrange 2 halves of an apricot on each half slice of bread , cut side down , then top with a slice of cheddar bake 5 to 10 minutes or until cheese melts & bubbles"
0,"mix togher the midori , blue curacao and banana liqueur together over ice add a dash of lemon juice top with the soda water enjoy !"
0,shake all ingredients with ice and strain into a chilled martini glass
0,preheat oven to 375 degrees place the mashed squash in a large bowl add the remaining ingredients to the bowl and mix well spread into an ungreased 9-inch square or 7 by 11 baking pan bake uncovered for 25 to 30 minutes optional - sprinkle the top lightly with sunflower seeds or minced walnuts - i usually omit this step you may also saute the onions before adding and use fresh red peppers which you saute as well
0,"cook the cauliflower by steaming or boiling until just tender do not overcook ! drain and set aside mix the garlic with the tahini , cumin and lemon juice season with salt , pepper and hot pepper sauce at this point the mixture is a dense thick paste add a little water , tablespoon by tablespoon , until the mixture is creamy , then mix with the cauliflower cover and refrigerate until ready to serve at serving time , garnish with a sprinkle of paprika , chopped parsley / cilantro and / or lemon wedges"
0,"first of all , sifting is an important part which must not be left out or the cookies will not turn out the right texture so be sure you have a sieve if need be , chill samneh or butter in refrigerator if too soft put samneh in mixing bowl and beat until light gradually add sifted icing sugar , beating until very creamy and light preheat oven to 325f sift flour and fold into butter mixture knead lightly until smooth if kitchen is hot , chill dough in refrigerator for 1-2 hours roll pieces of dough into balls the size of a walnut and place on ungreased baking sheets flatten slightly flour hand lightly if necessary top half or all with a slivered almond bake in the preheated moderately slow oven for 20-25 minutes until very lightly coloured cool on baking sheets dust the other half without the almond slivers with icing sugar then remove these are very delicate biscuits and must be handled carefully enjoy !"
0,"bring the sugar and the water to a boil boil 5-10 minutes , until the sugar is completely dissolved cool slightly and strain if necessary add the juices and rinds , stirring to mix well , or blend in a food processor pour liquid in glass bowl and freeze until slushy use an electric mixer or a food processor to beat the frozen mixture until smooth pour into a container of your choice , and return to the freezer freeze until firm"
0,"peel onions and slice sprinkle onions with salt , add vinegar and mint leaves leave for an hour before serving"
0,"mix yeast , water and sugar set aside in a large bowl , combine flour , dried milk and salt pour in the oil and yeast / water mixture and stir well you might need to add more flour or water , depending on the absorbency of the flour knead dough briefly , divide into 18 egg sized balls place on a floured surface , cover and let rest for 15-30 minutes roll one ball out and cook in a skillet until large ""bubbles"" form flip pita over and cook the other side for a few more minutes i flatten it out with a spatula keep bread warm while cooking the rest of the bread these freeze well"
0,"in a large wok , fry onion in oil for about 5 minutes , until softened add the garlic and cumin , and then fry for another minute add spinach in stages , stirring until leaves begin to wilt stir in chickpeas , butter and salt and pepper to taste reheat"
0,"rinse eggplant trim off and discard stems cut eggplant into 2-inch cubes in a 13x9 inch pan , mix eggplant , onions and oil bake at 450 degrees , stirring occasionally , until eggplant is very soft when pressed , about 45 minutes drain and rinse garbanzos drain tomatoes and reserve juice measure juice and add water to make 1 1 / 3 cups add garbanzos , tomatoes and juice mixture to eggplant continue to bake , stirring occasionally , until vegetables are hot , about 20 minutes add salt and pepper to taste"
0,"in a large pot or pressure cooker , saute chopped onions in vegetable oil until soft rinse dried lentils several times add lentils , water , salt and pepper to the pot bring to boil and simmer for an hour or more until lentils turn yellow in color and are soft and dissolving in broth if using a pressure cooker , cook for 15 minutes after pressure has risen release pressure before removing lid whisk lentils to make a smooth soup , or stir to blend for a more textured soup"
0,"dice cucumber and tomatoes place in bowl add parsley and onion just before serving , add the salt , lemon and olive oil and combine all ingredients serve in small bowls to accompany rice dishes"
0,"dry fry the spices in a wok for a couple of minutes before adding the oil and then the onion saute the onion for a couple of minutes add the pumpkin , the lemon grass and stir fry for a couple of minutes crumble the'chicken' stock cube into the mix , and the coconut powder add water and mix well allow to cook for a few minutes so that the water slightly reduces and the pumpkin starts to become cooked add the capsicum and zucchini and allow to cook until these are slightly tender fish out the lemongrass or at least warn the family to fish out the lemongrass ! serve with rice"
0,"combine all ingredients in a large saucepan , cover , and bring to a boil over high heat reduce heat to low and cook for 30 minutes serve hot or warm"
0,cut the tofu into 1 / 2 inch cubes or 2 inch matchsticks cut the carrots into matchsticks you can also use 1 3 / 4 ounces narazuke pickles you can use diced pickled red gingerroot in place of the cucumber pickles combine first four ingredients in bowl make dressing add to vegetables toss lightly
0,"combine the limeade and the tofu in a blender , and blend till smooth add water and pulse to combine pour the mix into the freezer can of an ice cream freezer , freeze according to instructions spoon the mixture into a freezer container , cover and freeze 2 hours or until firm or you may put the mixture into a plastic container , freeze for about 2 hours , then process in a food processor until slushy , then freeze again until ready to eat take the mix out of the freezer and let it soften just a little before serving garnish with the mint and rind , if you like yield: 5 servings"
0,"put the rind of 3 lemons in 5 1 / 3 cups of water add the red and white wines , sugar to taste and chill for 24 hours serve - do not add ice cubes"
0,"combine masa harina , margarine , salt , and cottage cheese with the hot water knead well after each addition until mixture resembles new play dough pinch off golf sized balls press between two ziploc bags into 1 / 4 inch thick circles cook lightly on greased surface of griddle until lightly browned serve with butter and queso fresco"
0,"mix the water and the egg yolk in a large bowl mix the flour and the egg / water mixture mix and kneed the dough for about 5 minutes until it is compact cover with a damp cloth and set aside for 5 minutes meanwhile heat a deep fryer to 170c , or fill a frying pan with lots of oil and heat take a small ball of the dough , the size of an egg and mold into a flat circle , about 1 cm thick fry until golden brown , turning regularly turn out onto crumpled absorbent paper and leave to cool slightly split them open and fill with cheese , ham , butter , honey or whatever you wish serve immediately--they don't keep and don't re-heat"
0,"preheat broiler cut bell pepper in half lengthwise discard seeds and membrane place pepper halves , skin sides up , on a foil-lined baking sheet flatten with hand broil 12 minutes or until blackened place in a zip-top plastic bag , seal , and let stand 10 minutes peel and cut into 16 strips set aside reduce oven temperature to 450f sprinkle cornmeal over a baking sheet coated with cooking spray a jellyroll pan works ideally set aside dissolve yeast and sugar in 1 / 2 c warm water in a large bowl let stand 5 minutes add remaining 1 / 2 c water , flour and salt to yeast mixture , stirring until dough forms turn dough out onto a floured surface and knead until smooth and elastic place dough in a large bowl coated with cooking spray , turning to coat top cover and let rise in a warm place , free from drafts , 1 hour or until doubled in size roll dough into a 14x11-inch rectangle place dough on prepared baking sheet black bean spread: combine all black bean spread ingredients in a blender and blend until smooth spread 1 1 / 2 c black bean spread over dough sprinkle with cheese bake at 450 for 13 minutes or until crust browns and cheese is bubbly let cool 10 minutes chimichurri drizzle: combine all chimichurri ingredients in a small bowl drizzle chimichurri over cheese cut bread into 16 squares garnish each square with 1 bell pepper strip"
0,"add all ingredients except bell pepper and corn to the bread machine process on bread cycle at the end of the first kneading , add all the green pepper and corn and continue as normal"
0,an argentine asado or barbecue is not authentic without this delicious marinade called chimichuri it is similar to a multi spiced vinaigrette and is given an earthier tone with the addition of saffron i serve this with poultry or shellfish and brush it on top of garlic bread before toasting powder threads and steep in lemon juice for 20 minutes combine all ingredients with whisk and store in covered jar
0,whisk all ingredients together in a bowl may be refrigerated in an airtight container for 1 week
0,melt butter in a small saucepan heat on medium low drain potatoes and add to pan add seasonings and heat while stirring cook about 15 minutes or until heated through
0,"peel tomato and cut off top scoop out pulp peel and dice the avocados , add lemon juice and coat well add onion , chili , cumin tabasco , and salt stuff tomato with avocado mixture , chill for at least 1 / 2 hour and serve over lettuce"
0,"heat water to boiling in a saucepan remove saucepan from heat , put the tea bag into the water , then let the tea steep , covered , for one hour place the sugar and honey in a large pitcher pour the steeped tea into the pitcher , stirring until all the sugar is dissolved add remaining ingredients and stir well chill before serving"
0,"preheat oven to 450 degree f beat egg in large mixing bowl beat in all the rest of the ingredients pour into buttered hot square pan , muffing cups or corn stick pans bake just until set serve piping hot with butter cut corn bread into squares if baked in square pan bake 10-15 minute for sticks or muffins 20-25 minute for corn bread"
0,"preheat oven to 350f lightly grease a 2-quart glass dish with butter or cooking spray in large bowl , mix canned veggies , chopped fresh veggies , cream of celery soup , sour cream , and cheddar cheese gently mix until consistent microwave butter in medium bowl until liquid , and mix with crushed ritz crackers until all crackers are coated pour veggie mixture into glass baking dish cover evenly with ritz crackers bake uncovered at 350f for 45 minutes"
0,"place the olives in a bowl in a lidded jar , put remaining ingredients and shake pour the marinade over the olives let the mixture marinate for at least 2 days , stirring occasionally these olives get better with age , and please , let set at room temperature at least one hour before serving"
0,"heat the oven to 450 degrees in a bowl , mix together the bread crumbs , cheese , paprika , salt and pepper , and 1 tbs olive oil set the mixture aside transform each potato half into a armadillo by cutting 9 or so notches to inch deep in the rounded top for each armadillo , cut a square of aluminum foil big enough to loosely wrap around it , brush the center with olive oil , then place the potato on it , flat side down sprinkle the top with some of the crumb mixture , pressing it into the grooves , then seal the potato in the aluminum foil arrange all of the potatoes on a baking sheet and bake them for 40 to 45 minutes be careful opening the pouches they're hot and probably full of steam"
0,"heat the oil in your soup pot over medium heat , then stir in the onions and carrots saute for about 10 minutes add the cumin and stir well decrease the heat , cover , and let the vegetables sweat for ten minutes add the lentils and pour in enough of the water to cover bring to a simmer , then reduce the heat to medium low and cook for twenty minutes , or until the lentils and carrots are tender add more of the water as needed as the lentils soften and expand remove from the heat , stir in the apricots and any remaining water , and season with salt use an immersion blender to puree until smooth alternatively working in batches , puree in a regular blender until smooth take care not to over salt this soup the right amount will bring out the flavor of the apricots but leave the onions in the background serve hot"
0,"scrub potatoes boil in the skins until tender , then drain , remove skins , and mash place bulgur in a small bowl and cover with cold water and set aside for 5 minutes then drain in a sieve , pressing to get all the water out as possible mix together potato , bulgur , flour , salt and pepper , blending into a thick paste place onion and oil in a skillet and saut until onion is tender , then place in a bowl with remaining filling ingredients season to taste with salt and pepper shape bulgur / potato mixture into balls and flatten in your hands place a teaspoon or so of filling in the center of the flattened potato mixture and close up the potato part around it , forming a smooth oval shaped ball repeat with remaining paste and filling heat oil and deep fry balls several at a time for about 6-8 minutes , turning to brown both sides drain on paper toweling before serving serve hot or warm"
0,"roast all the peppers and eggplant under broiler , turning so all sides are roasted evenly when the skins are charred , remove from broiler and allow to cool placing them in a paper bag allows them to steam so the skins may be easily removed peel , seed and dice the peppers and place in a salad bowl peel and dice the eggplant and add to bowl add the tomatoes , onion , garlic , parsley , and seasonings toss all ingredients well , cover the bowl and place in the refrigerator to chill this salad can be made 24 hours in advance , and will taste even better when the flavors are allowed to blend"
0,"place the water in a large pot tie the cinnamon sticks and cloves in cheesecloth place in the water bring to a boil simmer about 10 minutes remove pot from heat remove the cheesecloth with the cinnamon sticks and cloves , and discard add tea bags to pot , if using , and allow to steep about 5 minutes discard tea bags add desired amount of sweetener , if using stir until sweetener is dissolved refrigerate until ready to serve to serve , pour in tall glasses filled with ice variation: mint iced tea for minty iced tea , follow the same instructions as above , except: add about 1 cup of fresh mint leaves , slightly crushed to release their flavor , or two tablespoons of dried mint to the boiling water , and eliminate the cinnamon and cloves remove tea bags , and strain mint leaves before adding sweetener sweeten as desired serve with ice"
0,"in a covered pot , cook lentils , onion , and garlic in water about 25 minutes until lentils are tender add the next 5 ingredients and mix well cover and simmer over low heat 2 minutes cool to lukewarm add pepper and stir well divide mixture into 18 portions and shape into patties mix 1 cup parsley with green onions and roll patties in mixture"
0,"place all ingredients in kettle except spinach and tomatoes bring to a boil , reduce heat , and simmer for 1 hour or until lentils are tender add spinach and simmer 1 minute add tomatoes just before serving leftovers can easily be frozen for another meal i usually just freeze the soup in a ziplock freezer bag take it out the day before and put it in the fridge to thaw then reheat over the stove in a pot"
0,"steam the potatoes for about 30 minutes allow to cool , then peel off the skin cut potatoes into a 1 inch uneven dice shape chop the parsley and mix with the other salsa ingredients for a spicier salsa , substitute 1 / 2 of the parsley with watercress mix the potatoes with the salsa"
0,"break noodles into small pieces melt butter in med-large saucepan cook noodles in butter 5 min , stirring frequently add remaining ingredients bring to boil , stirring a few times reduce heat simmer , covered , 14 min remove from heat , fluff with fork cover and let steam 5-10 min garnish with snipped parsley if desired"
0,"in a heavy saucepan or casserole , melt the butter over moderate heat add the onion , mushrooms and sliced green pepper and cook gently until they begin to soften stir in the tomato together with the garlic and cook for 2 minutes now add the rice and the turmeric or powdered saffron , and cook 2 minutes until grains are thoroughly coated with butter but not browned , stirring constantly pour in the broth , sprinkle with salt and bring to a boil , stirring reduce the heat to low cover and simmer for approximately 20 minutes or until all the liquid has been absorbed and the rice is tender but still firm to the bite-- not mushy gently fluff the rice with a fork spoon onto a heated serving platter , being careful not to mash it , and sprinkle with chopped parsley"
0,"whisk oil , vinegar , lemon juice , garlic , salt , and pepper together in small bowl or shake in jar with tight-fitting lid let stand until ready to serve tear romaine and chicory into bite-size pieces place in large salad bowl add remaining ingredients except vinaigrette just before serving , toss salad to combine whisk or shake vinaigrette to blend pour vinaigrette over salad and toss to coat serve at once"
0,"preheat oven to 350 chop all vegetables except zucchini and place in a covered casserole or dutch oven add the rest of the ingredients and mix well cover and cook for 1 1 / 2 hours add the zucchini and mix gently leave uncovered and cook for 20 - 30 minutes more serve over rice or with a delicious crusty bread , and top with a dollop of yogurt , if you like leftovers are even better the next day"
0,"rinse the rice in a fine strainer , then drain thoroughly place all ingredients in the rice cooker bowl , and swirl to combine set the machine for the regular white rice cycle when the machine shifts to 'keep warm' , set a timer for 15 minutes after 15 minutes , fluff rice with the plastic paddle or a wooden spoon serve now , or leave on 'keep warm' for up to 4 hours"
0,"bring a large pot of water to boil and add the cauliflower and carrots let cook for 2-3 minutes , add the broccoli cook an additional 2 minutes until vegetables are crisp tender drain the vegetables without rinsing heat oil in a large skillet over medium high heat add the spices and let sizzle for a second or two before adding the steamed vegetables and red onion let cook just a minute or two until the spices are distributed and the onions have started to wilt toss in the vinegar and lemon zest and transfer the salad to a serving bowl allow the salad to stand for 10 minutes before serving"
0,"cook the chickpeas in boiling water until tender drain , and peel if liked i may try this with 2 cans of cooked chickpeas heat the oil in a large saucepan , stir in the saffron and other spices and cook until fragrant add the tomatoes , onion , cilantro , parsley , chickpeas , and seasoning cover and heat through gently for about 15 minutes , stirring occasionally"
0,"bring water to a boil remove from heat add couscous and salt and cover for five minutes meanwhile , in a pan , warm olive oil on medium heat add cumin seeds , turmeric powder , black pepper and peas and saute for two minutes add to couscous and mix , fluffing with a fork drizzle olive oil on top , if needed"
0,"cut any long parsnips or carrots in half crosswise in a very large skillet , cook parsnips , covered , in a small amount of boiling salted water for 2 minutes add carrots , return to boiling cook 4 more minutes drain , set aside carefully , wipe skillet dry heat the 3 tbls oil in the same skillet over medium heat add the fennel seeds , coriander , and cinnamon cook about 1 minute or until fragrant , stirring occasionally add the parsnips , carrots and garlic cook 10 to 12 minutes , or until tender , turning occasionally remove from the heat stir in cilantro , lemon peel and juice , salt , and pepper drizzle with the olive oil enjoy ! make ahead prepare through wiping the skillet dry transfer to a 2 1 / 2-3 quart microwave safe casserole dish cover , and refrigerate up to 24 hours to serve , microwave , covered with plastic wrap on high 7-8 minutes"
0,"wash the rice well drain melt butter / margarine / ghee in a saucepan over low to medium heat saute garlic paste / powder / minced garlic in butter for about 15 seconds , then add the chopped onions and saute until browned , about 5-10 minutes add the rice , cumin seeds , bay leaf , cinnamon stick , peppercorns , and cloves to the onion-garlic mixture and saute for 10-15 minutes or until the rice is evenly browned now add carrots , peas , salt , and water , stir , bring to a boil , cover , reduce heat to low , and cook , without stirring , until the rice is tender , about 15-20 minutes uncover and evaporate excess water if any , remove from flame , and fluff up with a fork season with extra salt and pepper , if necessary , and serve hot !"
